5.257190000000000474e-01 2.476026403266171419e-03
2.350725437185929856e+00 2.981489900268639512e-03
4.175731874371859220e+00 3.390240271209198422e-03
6.000738311557789473e+00 3.667943388281422971e-03
7.825744748743719725e+00 3.810309293131075407e-03
9.650751185929649978e+00 3.840133102329326784e-03
1.147575762311557845e+01 3.795479211059616005e-03
1.330076406030150871e+01 3.715178167803981617e-03
1.512577049748743896e+01 3.628023572193351479e-03
1.695077693467336744e+01 3.549020585092802719e-03
1.877578337185929769e+01 3.481910179329833054e-03
2.060078980904522794e+01 3.424412277583440117e-03
2.242579624623115464e+01 3.372497780817493903e-03
2.425080268341708489e+01 3.322076761149479144e-03
2.607580912060301515e+01 3.269028153593328805e-03
2.790081555778894540e+01 3.209623648530515738e-03
2.972582199497487565e+01 3.142416106839102108e-03
3.155082843216080590e+01 3.070591048523459241e-03
3.337583486934673971e+01 3.002596930278018418e-03
3.520084130653266641e+01 2.949819370667993920e-03
3.702584774371860021e+01 2.922422400478099074e-03
3.885085418090452691e+01 2.926085431648347418e-03
4.067586061809046072e+01 2.961638556278202265e-03
4.250086705527638742e+01 3.027138197317408904e-03
4.432587349246231412e+01 3.119989651739916471e-03
4.615087992964824792e+01 3.237041824744894738e-03
4.797588636683417462e+01 3.372703391812050585e-03
4.980089280402010843e+01 3.517000100149243660e-03
5.162589924120603513e+01 3.655546510348154331e-03
5.345090567839196893e+01 3.771961231268500334e-03
5.527591211557789563e+01 3.851846475133554812e-03
5.710091855276382944e+01 3.887076035677649363e-03
5.892592498994975614e+01 3.879431557925478412e-03
6.075093142713568284e+01 3.842723940946379986e-03
6.257593786432161664e+01 3.802305517649225315e-03
6.440094430150753624e+01 3.791055252254454944e-03
6.622595073869347004e+01 3.842081505139880674e-03
6.805095717587940385e+01 3.980109110263601105e-03
6.987596361306532344e+01 4.214656273605006491e-03
7.170097005025125725e+01 4.537790419854755009e-03
7.352597648743719105e+01 4.927500768691666332e-03
7.535098292462311065e+01 5.355300437346280189e-03
7.717598936180904445e+01 5.794641628069748668e-03
7.900099579899497826e+01 6.226194472925920646e-03
8.082600223618091206e+01 6.637746833325560390e-03
8.265100867336683166e+01 7.019999495446304499e-03
8.447601511055276546e+01 7.362717457565445128e-03
8.630102154773869927e+01 7.655751808881831010e-03
8.812602798492461886e+01 7.895471246942703525e-03
8.995103442211055267e+01 8.091815598585631181e-03
9.177604085929648647e+01 8.269092946440076072e-03
9.360104729648242028e+01 8.457170213107205459e-03
9.542605373366833987e+01 8.676501676571952634e-03
9.725106017085427368e+01 8.925280812207388864e-03
9.907606660804020748e+01 9.176301400138210315e-03
1.009010730452261413e+02 9.385643457087146715e-03
1.027260794824120609e+02 9.508942118304350086e-03
1.045510859195979947e+02 9.517464863898424804e-03
1.063760923567839285e+02 9.406919611205027260e-03
1.082010987939698481e+02 9.195966896458088180e-03
1.100261052311557819e+02 8.916606729158709638e-03
1.118511116683417157e+02 8.602282393600252375e-03
1.136761181055276495e+02 8.279645500474748857e-03
1.155011245427135691e+02 7.966480000200965722e-03
1.173261309798995029e+02 7.673832678029004692e-03
1.191511374170854367e+02 7.408276033098041766e-03
1.209761438542713563e+02 7.171757073524673287e-03
1.228011502914572901e+02 6.959864696864897886e-03
1.246261567286432239e+02 6.761427368700455125e-03
1.264511631658291577e+02 6.561461835491405430e-03
1.282761696030150915e+02 6.346684817276067141e-03
1.301011760402010395e+02 6.110649033383496603e-03
1.319261824773869591e+02 5.855848922327807314e-03
1.337511889145728787e+02 5.592380628759342429e-03
1.355761953517588267e+02 5.334784677327855662e-03
1.374012017889447463e+02 5.098840121879170267e-03
1.392262082261306659e+02 4.898694585241717379e-03
1.410512146633166140e+02 4.743725829616805660e-03
1.428762211005025335e+02 4.635207294776504117e-03
1.447012275376884531e+02 4.564397266984096709e-03
1.465262339748744012e+02 4.514142764609437898e-03
1.483512404120603208e+02 4.464523192230373735e-03
1.501762468492462403e+02 4.400485209207214907e-03
