time ave_stress_top disp_y_top force_y
0.142684 436.64615555408 0.142684 6287704.6399787
0.143684 439.40697826555 0.143684 6327460.4870239
0.144684 442.16138790045 0.144684 6367123.9857664
0.145684 444.90933613746 0.145684 6406694.4403794
0.146684 447.65074131273 0.146684 6446170.6749033
0.147684 450.38553425964 0.147684 6485551.6933388
0.148684 453.11364261981 0.148684 6524836.4537252
0.149684 455.83498949526 0.149684 6564023.8487318
0.150684 458.54948768926 0.150684 6603112.6227254
0.151684 461.25705976701 0.151684 6642101.660645
0.152684 463.95760160715 0.152684 6680989.463143
0.153684 466.65101840112 0.153684 6719774.6649761
0.154684 469.33720346337 0.154684 6758455.7298726
0.155684 472.01603201588 0.155684 6797030.8610287
0.156684 474.68738447481 0.156684 6835498.3364373
0.157684 477.35110450299 0.157684 6873855.904843
0.158684 480.00703596841 0.158684 6912101.3179451
0.159684 482.65499968578 0.159684 6950231.9954752
0.160684 485.29476547929 0.160684 6988244.6229018
0.161684 487.9260959504 0.161684 7026135.7816858
0.162684 490.54867596598 0.162684 7063900.9339101
0.163684 493.16213682824 0.163684 7101534.7703267
0.164684 495.7660176762 0.164684 7139030.6545373
0.165684 498.35969643691 0.165684 7176379.6286916
0.166684 500.94236944776 0.166684 7213570.1200477
0.167684 503.51291288197 0.167684 7250585.9455003
0.168684 506.06967824412 0.168684 7287403.3667153
0.169684 508.61014730044 0.169684 7323986.1211263
0.170684 511.13023274697 0.170684 7360275.3515564
0.171684 513.62273125574 0.171684 7396167.3300827
0.172684 516.07375323096 0.172684 7431462.0465258
0.173684 518.45315029301 0.173684 7465725.3642194
0.174684 520.68559216285 0.174684 7497872.5271451
0.175684 522.55692883843 0.175684 7524819.7752735
0.176684 523.52670052379 0.176684 7538784.4875426
0.177684 523.40443054962 0.177684 7537023.7999145
0.178684 523.58951028174 0.178684 7539688.948057
0.179684 523.52287817515 0.179684 7538729.4457222
0.180684 522.51885383561 0.180684 7524271.4952328
0.181684 520.23292924446 0.181684 7491354.1811202
0.182684 516.27985682763 0.182684 7434429.9383179
0.183684 510.1833002699 0.183684 7346639.5238866
0.184684 501.36057781118 0.184684 7219592.320481
0.185684 489.12185716173 0.185684 7043354.7431289
0.186684 472.68431613723 0.186684 6806654.1523761
0.187684 451.19251222227 0.187684 6497172.1760007
0.188684 423.7203178608 0.188684 6101572.5771956
0.189684 389.15967288101 0.189684 5603899.2894865
0.190684 345.44662474882 0.190684 4974431.3963829
0.191684 284.31293349874 0.191684 4094106.2423819
0.192684 206.20879864464 0.192684 2969406.7004829
0.193184 134.71220695165 0.193184 1939855.7801038
0.193434 77.700572171844 0.193434 1118888.2392745
0.193559 36.052872255154 0.193559 519161.36047422
0.1936215 13.633213715968 0.1936215 196318.27750994
0.19365275 1.7687992051649 0.19365275 25470.708554375
0.19365665625 0.077662520195757 0.19365665625 1118.3402908189
