time ave_stress_front ave_stress_right ave_stress_top disp_x_right disp_y_top disp_z_front force_x force_y force_z
0.0456247712 463.66268264112 1.6361099583195e-08 462.69045330809 -0.024351161449004 0.0456247712 0.0456247712 2.6177759312982e-05 740304.72529294 741860.2922258
0.0466247712 471.02911939267 1.1429959668185e-08 470.03843663959 -0.024766827132262 0.046624771200001 0.0466247712 1.8287935433857e-05 752061.49862335 753646.59102827
0.0476247712 478.21767522751 4.4691035153144e-09 477.20924954523 -0.025174622620596 0.047624771199999 0.0476247712 7.1505655935961e-06 763534.79927236 765148.28036402
0.0486247712 485.22387313348 1.3057516884407e-08 484.19863922299 -0.025574310505205 0.0486247712 0.0486247712 2.0892026972756e-05 774717.82275678 776358.19701356
0.0496247712 492.04281160565 1.0831471762562e-08 491.00201896262 -0.025965631406923 0.049624771200001 0.049624771200001 1.7330354812767e-05 785603.2303402 787268.49856904
0.0506247712 498.66899950803 1.4553886979185e-08 497.61435194663 -0.0263482968485 0.0506247712 0.0506247712 2.3286219142476e-05 796182.96311461 797870.39921285
0.0516247712 505.0961190802 2.8446933256765e-08 504.02999173091 -0.026721978378632 0.0516247712 0.0516247712 4.5515093152266e-05 806447.98676945 808153.79052831
0.0526247712 511.31666025061 2.0608313617276e-08 510.242451161 -0.02708629123677 0.052624771200001 0.052624771200001 3.297330173115e-05 816387.9218576 818106.65640097
0.0536247712 517.32133487196 3.1957900239188e-08 516.24405140597 -0.027440766823997 0.0536247712 0.0536247712 5.1132640354369e-05 825990.48224955 827714.13579513
0.0546247712 523.09810740831 3.557055234138e-08 522.02539166064 -0.027784808932117 0.054624771199999 0.0546247712 5.6912883665906e-05 835240.62665703 836956.97185329
0.0556247712 528.63066245894 4.1192117995192e-08 527.57445599916 -0.028117615268011 0.055624771200001 0.055624771200001 6.59073886963e-05 844119.12959866 845809.0599343
0.0566247712 533.89608054901 7.587114589036e-08 532.87530291635 -0.028438043237199 0.0566247712 0.0566247712 0.00012139383332016 852600.48466617 854233.72887841
0.0576247712 538.86136568846 2.6474125947307e-08 537.90572657879 -0.028744377827172 0.057624771199999 0.0576247712 4.2358601366314e-05 860649.16252607 862178.18510153
0.0586247712 543.47967469379 4.1858421643837e-08 542.63401428087 -0.029034071789723 0.058624771200001 0.058624771200001 6.6973474460262e-05 868214.42284939 869567.47951006
0.0596247712 547.69403231766 -2.8912102785633e-07 547.0161884222 -0.029304016097574 0.0596247712 0.0596247712 -0.00046259364471717 875225.90147552 876310.45170826
0.0601247712 546.88377955386 -1.5493626468843e-06 546.44861057187 -0.029306507344639 0.060124771200001 0.060124771200001 -0.00247898023514 874317.77691499 875014.04728617
0.0606247712 547.65004216315 1.6125529673783e-08 547.54160751778 -0.029375897134449 0.060624771199999 0.0606247712 2.5800847250655e-05 876066.57202846 876240.06746104
0.0608747712 545.93572130643 -4.8833722994246e-08 546.27280646948 -0.029311891184422 0.0608747712 0.0608747712 -7.8133957214495e-05 874036.49035117 873497.15409029
0.0609997712 543.66310192177 -8.4616919771019e-09 544.6412729074 -0.029210868871202 0.0609997712 0.0609997712 -1.3538707742816e-05 871426.03665185 869860.96307483
0.0610622712 540.73520009443 -3.125394607173e-08 542.68406649756 -0.029073714869934 0.061062271200001 0.061062271200001 -5.0006314305562e-05 868294.5063961 865176.32015109
0.0610935212 536.86677912073 -1.7124749182285e-05 540.27264311694 -0.028889079269057 0.0610935212 0.0610935212 -0.027399598691808 864436.22898711 858986.84659316
0.0611091462 532.05334804162 -2.5736792002953e-05 537.40154684538 -0.028658797658361 0.061109146200001 0.061109146200001 -0.041178867204709 859842.47495261 851285.3568666
0.0611169587 526.39899944959 -9.473725392084e-06 534.05841573522 -0.028381139997276 0.0611169587 0.0611169587 -0.015157960627271 854493.46517636 842238.39911935
0.0611247712 520.10100125528 -9.163433282513e-06 530.29201204448 -0.028060985834186 0.0611247712 0.0611247712 -0.014661493251856 848467.21927117 832161.60200845
0.0611325837 513.42316373612 -3.496207730792e-05 526.31008025518 -0.027713710147752 0.061132583700001 0.061132583700001 -0.055939323692507 842096.1284083 821477.0619778
0.06113648995 506.56189872816 -5.7067565473659e-05 522.34087832122 -0.027359078506974 0.061136489950001 0.061136489950001 -0.091308104757862 835745.40531396 810499.03796506
0.061138443075 499.40542687572 -8.7329973764072e-06 518.31681098489 -0.026998440731125 0.061138443075 0.061138443075 -0.013972795802258 829306.89757582 799048.68300116
0.0611394196375 491.67444790637 -3.7266588701808e-05 513.93876824052 -0.026606182133646 0.061139419637499 0.061139419637499 -0.059626541922872 822302.02918483 786679.11665018
0.06113990791875 482.96159378393 -2.285159728066e-07 508.76459710795 -0.026150407717588 0.06113990791875 0.06113990791875 -0.00036562555624557 814023.35537272 772738.55005428
0.061140152059375 472.80797371237 -2.0060993704563e-06 502.59860313395 -0.02560296393682 0.061140152059375 0.061140152059375 -0.0032097589922312 804157.76501432 756492.7579398
0.061140274129688 462.19662300736 -7.727034024585e-07 495.61128949911 -0.025005552752825 0.061140274129687 0.061140274129687 -0.0012363254433837 792978.06319858 739514.59681178
0.061140335164844 451.14309215304 -6.4180093161142e-05 487.57707082898 -0.024354172195604 0.061140335164844 0.061140335164843 -0.10268814905719 780123.31332637 721828.94744487
0.0611403962 439.43012461607 -1.1110184680163e-06 478.50887547023 -0.023651877384523 0.061140396200001 0.0611403962 -0.0017776295481771 765614.20075237 703088.19938571
0.061140426717578 426.59845589211 -1.4827967171449e-07 468.30375194547 -0.022889471827855 0.061140426717578 0.061140426717578 -0.00023724747396748 749286.00311275 682557.52942737
0.061140441976367 411.36090606746 -1.877999186326e-06 457.081427166 -0.022024401962712 0.061140441976368 0.061140441976368 -0.003004798697165 731330.28346559 658177.44970793
0.061140449605762 392.78462143521 -4.5283133942364e-07 444.75213893225 -0.021011141096592 0.061140449605761 0.061140449605761 -0.00072453014202361 711603.42229159 628455.39429633
0.061140453420459 370.33464229986 -3.5124967591171e-07 431.03446352318 -0.019784977337389 0.061140453420459 0.061140453420459 -0.00056199948042162 689655.1416371 592535.42767978
0.061140455327808 348.3986028063 -7.8017850353662e-07 418.08038172614 -0.018572949525218 0.061140455327808 0.061140455327808 -0.0012482856043174 668928.61076183 557437.76449008
