time ave_stress_top disp_y_top force_y
0 0 0 0
0.0005 4.6172355601676 0.0005 7387.5768962682
0.00075 6.9258069176926 0.00075 11081.291068308
0.00105 9.696049216443 0.00105 15513.678746309
0.00141 13.020221559383 0.00141 20832.354495013
0.001842 17.008994545002 0.001842 27214.391272003
0.0023604 21.795076130902 0.0023604 34872.121809444
0.00298248 27.537539409897 0.00298248 44060.063055836
0.003728976 34.426966495708 0.003728976 55083.146393134
0.0046247712 42.691509050236 0.0046247712 68306.414480377
0.0056247712 51.91222495671 0.0056247712 83059.559930736
0.0066247712 61.124763123933 0.0066247712 97799.620998292
0.0076247712 70.328530217674 0.0076247711999999 112525.64834828
0.0086247712 79.522060138954 0.0086247712 127235.29622233
0.0096247712 88.703888331 0.0096247712000001 141926.2213296
0.0106247712 97.872552946583 0.0106247712 156596.08471453
0.0116247712 107.02659930727 0.0116247712 171242.55889163
0.0126247712 116.16457681068 0.0126247712 185863.32289709
0.0136247712 125.28503540512 0.0136247712 200456.0566482
0.0146247712 134.38653043005 0.0146247712 215018.44868807
0.0156247712 143.46762500708 0.0156247712 229548.20001133
0.0166247712 152.52688622516 0.0166247712 244043.01796025
0.0176247712 161.56288744588 0.0176247712 258500.6199134
0.0186247712 170.57420609079 0.0186247712 272918.72974526
0.0196247712 179.55943057096 0.0196247712 287295.08891354
0.0206247712 188.51714819325 0.0206247712 301627.4371092
0.0216247712 197.44596431558 0.0216247712 315913.54290493
0.0226247712 206.34448116666 0.0226247712 330151.16986666
0.0236247712 215.21131461918 0.0236247712 344338.10339069
0.0246247712 224.04508787296 0.0246247712 358472.14059674
0.0256247712 232.84443234049 0.0256247712 372551.09174478
0.0266247712 241.60798330956 0.0266247712 386572.7732953
0.0276247712 250.33439072525 0.0276247712 400535.0251604
0.0286247712 259.02230990678 0.0286247712 414435.69585086
0.0296247712 267.67040792653 0.0296247712 428272.65268245
0.0306247712 276.27735849344 0.0306247712 442043.77358951
0.0316247712 284.84184425181 0.0316247712 455746.95080289
0.0326247712 293.36256018169 0.0326247712 469380.0962907
0.0336247712 301.83820732963 0.0336247712 482941.13172742
0.0346247712 310.26749950705 0.0346247712 496427.99921128
0.0356247712 318.64915655663 0.035624771199999 509838.65049061
0.0366247712 326.98191082689 0.0366247712 523171.05732302
0.0376247712 335.26450302863 0.0376247712 536423.20484581
0.0386247712 343.49568186794 0.038624771199999 549593.09098871
