time ave_stress_top disp_y_top force_y
0.100684 315.5667501799 0.100684 4544161.2025905
0.101684 318.5503690155 0.101684 4587125.3138231
0.102684 321.52955610795 0.102684 4630025.6079545
0.103684 324.50426539217 0.103684 4672861.4216473
0.104684 327.47444686908 0.104684 4715632.0349147
0.105684 330.44006957464 0.105684 4758337.0018748
0.106684 333.40108664715 0.106684 4800975.647719
0.107684 336.35744031184 0.107684 4843547.1404905
0.108684 339.30912041698 0.108684 4886051.3340046
0.109684 342.25605012339 0.109684 4928487.1217769
0.110684 345.19821211675 0.110684 4970854.2544812
0.111684 348.13555001266 0.111684 5013151.9201824
0.112684 351.0680281277 0.112684 5055379.6050389
0.113684 353.99559243772 0.113684 5097536.5311031
0.114684 356.91821185881 0.114684 5139622.2507668
0.115684 359.83583782242 0.115684 5181636.0646429
0.116684 362.74842680616 0.116684 5223577.3460087
0.117684 365.65593257452 0.117684 5265445.4290731
0.118684 368.5583184337 0.118684 5307239.7854453
0.119684 371.45552990078 0.119684 5348959.6305713
0.120684 374.34752944767 0.120684 5390604.4240464
0.121684 377.23427958763 0.121684 5432173.6260618
0.122684 380.11572177951 0.122684 5473666.393625
0.123684 382.99182226065 0.123684 5515082.2405533
0.124684 385.86252914548 0.124684 5556420.4196949
0.125684 388.72779931838 0.125684 5597680.3101846
0.126684 391.58759201238 0.126684 5638861.3249783
0.127684 394.44186154333 0.127684 5679962.806224
0.128684 397.29054614046 0.128684 5720983.8644227
0.129684 400.13361145166 0.129684 5761924.0049039
0.130684 402.97100705066 0.130684 5802782.5015294
0.131684 405.8026940783 0.131684 5843558.7947276
0.132684 408.62860928307 0.132684 5884251.9736762
0.133684 411.44871727586 0.133684 5924861.5287724
0.134684 414.26295843892 0.134684 5965386.6015205
0.135684 417.07129308406 0.135684 6005826.6204105
0.136684 419.87366270143 0.136684 6046180.7429006
0.137684 422.67001039173 0.137684 6086448.1496409
0.138684 425.46030664931 0.138684 6126628.4157501
0.139684 428.24447315459 0.139684 6166720.4134261
0.140684 431.02246758597 0.140684 6206723.5332379
0.141684 433.79422960437 0.141684 6246636.906303
0.142684 436.55971137091 0.142684 6286459.8437411
0.143684 439.31884458514 0.143684 6326191.362026
0.144684 442.07156763524 0.144684 6365830.5739474
0.145684 444.81783794022 0.145684 6405376.8663392
0.146684 447.55756950875 0.146684 6444829.000926
0.147684 450.29070725538 0.147684 6484186.1844775
0.148684 453.01718757109 0.148684 6523447.5010237
0.149684 455.73693741557 0.149684 6562611.8987842
0.150684 458.44987814659 0.150684 6601678.2453109
0.151684 461.15594116226 0.151684 6640645.5527366
0.152684 463.8550397435 0.152684 6679512.5723065
0.153684 466.54709312789 0.153684 6718278.1410416
0.154684 469.23200375291 0.154684 6756940.8540419
0.155684 471.9096899469 0.155684 6795499.5352353
0.156684 474.58003679567 0.156684 6833952.5298577
0.157684 477.24293186585 0.157684 6872298.2188682
0.158684 479.89826819814 0.158684 6910535.0620533
0.159684 482.54590734859 0.159684 6948661.0658198
0.160684 485.18568935141 0.160684 6986673.9266603
0.161684 487.81747734247 0.161684 7024571.6737316
0.162684 490.44106341386 0.162684 7062351.3131595
0.163684 493.05624741706 0.163684 7100009.9628057
0.164684 495.66277544598 0.164684 7137543.9664221
0.165684 498.26036069034 0.165684 7174949.1939409
0.166684 500.84864198424 0.166684 7212220.4445731
0.167684 503.4271861057 0.167684 7249351.479922
0.168684 505.99540156675 0.168684 7286333.7825611
0.169684 508.55256700702 0.169684 7323156.9649011
0.170684 511.09766079244 0.170684 7359806.3154111
0.171684 513.62924174 0.171684 7396261.081056
0.172684 516.14515694357 0.172684 7432490.2599874
0.173684 518.64199772275 0.173684 7468444.7672076
0.174684 521.11402215944 0.174684 7504041.9190959
0.175684 523.55073027892 0.175684 7539130.5160164
0.176684 525.9310706669 0.176684 7573407.4176034
0.177684 528.2082899938 0.177684 7606199.3759108
0.178684 530.26981534714 0.178684 7635885.3409988
0.179684 531.85645459446 0.179684 7658732.9461603
0.180684 532.56194572075 0.180684 7668892.0183788
0.181684 532.19858982013 0.181684 7663659.6934099
0.182684 531.30827894075 0.182684 7650839.2167468
0.183684 530.00988673532 0.183684 7632142.3689886
0.184184 525.9983144327 0.184184 7574375.727831
0.184784 520.69023340917 0.184784 7497939.3610921
0.185504 513.3279177814 0.185504 7391922.0160521
0.186224 502.90432670477 0.186224 7241822.3045487
0.186944 488.73294128368 0.186944 7037754.354485
0.187664 470.00503559663 0.187664 6768072.5125914
0.188384 445.86627573017 0.188384 6420474.3705144
0.189104 415.41364574298 0.189104 5981956.4986989
0.189464 376.78118411275 0.189464 5425649.0512236
0.189824 328.30917201779 0.189824 4727652.0770562
0.190184 258.79683439598 0.190184 3726674.4153021
0.190364 183.74163218713 0.190364 2645879.5034947
0.190454 116.55879997223 0.190454 1678446.7196001
0.190499 65.007657642917 0.190499 936110.270058
0.1905215 29.962326170475 0.1905215 431457.49685483
0.19053275 9.7927486628262 0.19053275 141015.5807447
0.190538375 1.1208584435468 0.190538375 16140.361587075
0.190539078125 0.086656260859602 0.190539078125 1247.8501563783
0.1905394296875 0.060661970953237 0.1905394296875 873.53238172661
0.19053951757813 0.041500218392569 0.19053951757813 597.603144853
0.19053956152344 0.032298951313085 0.19053956152344 465.10489890842
