5.257190000000000474e-01 2.557130952466426382e-03
2.350725437185929856e+00 3.199945079588745796e-03
4.175731874371859220e+00 3.687545585516374073e-03
6.000738311557789473e+00 3.963302590033415500e-03
7.825744748743719725e+00 4.035455262783995377e-03
9.650751185929649978e+00 3.964256893773243987e-03
1.147575762311557845e+01 3.829038004962349428e-03
1.330076406030150871e+01 3.694458007424077702e-03
1.512577049748743896e+01 3.591920468806598325e-03
1.695077693467336744e+01 3.521444760368442565e-03
1.877578337185929769e+01 3.467708023795876195e-03
2.060078980904522794e+01 3.417581840483661232e-03
2.242579624623115464e+01 3.368288084923416487e-03
2.425080268341708489e+01 3.323272059744928567e-03
2.607580912060301515e+01 3.281923544076291790e-03
2.790081555778894540e+01 3.233939434964641039e-03
2.972582199497487565e+01 3.165424663347280333e-03
3.155082843216080590e+01 3.072897130410607875e-03
3.337583486934673971e+01 2.972151886541842675e-03
3.520084130653266641e+01 2.891742704507936461e-03
3.702584774371860021e+01 2.854989943338833314e-03
3.885085418090452691e+01 2.866178978302551424e-03
4.067586061809046072e+01 2.913162820352057508e-03
4.250086705527638742e+01 2.982778446919052279e-03
4.432587349246231412e+01 3.073433587738775598e-03
4.615087992964824792e+01 3.193080682200914733e-03
4.797588636683417462e+01 3.345974737085639743e-03
4.980089280402010843e+01 3.522015343947007895e-03
5.162589924120603513e+01 3.697979188640250665e-03
5.345090567839196893e+01 3.847135860779348632e-03
5.527591211557789563e+01 3.947513336652134705e-03
5.710091855276382944e+01 3.984848342685942159e-03
5.892592498994975614e+01 3.954604406479610840e-03
6.075093142713568284e+01 3.867358427362750650e-03
6.257593786432161664e+01 3.754403526849490590e-03
6.440094430150753624e+01 3.665851311547455721e-03
6.622595073869347004e+01 3.657821853203075801e-03
6.805095717587940385e+01 3.773833370156878982e-03
6.987596361306532344e+01 4.029753947797301214e-03
7.170097005025125725e+01 4.408956290102363472e-03
7.352597648743719105e+01 4.868876551833654573e-03
7.535098292462311065e+01 5.356555522234528015e-03
7.717598936180904445e+01 5.828489994032340013e-03
7.900099579899497826e+01 6.266433551747377026e-03
8.082600223618091206e+01 6.677958102369591434e-03
8.265100867336683166e+01 7.076966459148101990e-03
8.447601511055276546e+01 7.456894841474854575e-03
8.630102154773869927e+01 7.782382987806532766e-03
8.812602798492461886e+01 8.013670278462848781e-03
8.995103442211055267e+01 8.146493777688048818e-03
9.177604085929648647e+01 8.230905308035598930e-03
9.360104729648242028e+01 8.348437986253225140e-03
9.542605373366833987e+01 8.563120384533570370e-03
9.725106017085427368e+01 8.882011503681005310e-03
9.907606660804020748e+01 9.249572540426645451e-03
1.009010730452261413e+02 9.573960420133904511e-03
1.027260794824120609e+02 9.766658871964248312e-03
1.045510859195979947e+02 9.776724260714514739e-03
1.063760923567839285e+02 9.607602373917690022e-03
1.082010987939698481e+02 9.310219831400146431e-03
1.100261052311557819e+02 8.954487519794713038e-03
