time ave_stress_top disp_y_top force_y
0 0 0 0
0.0005 1.6041666649626 0.0005 23099.999975462
0.0011 3.5291675792512 0.0011 50820.013141217
0.00182 5.8391528026002 0.00182 84083.800357442
0.002684 8.6111041080186 0.002684 123999.89915547
0.003684 11.819306043932 0.003684 170198.00703263
0.004684 15.027362717586 0.004684 216394.02313324
0.005684 18.235235920796 0.005684 262587.39725947
0.006684 21.442883329194 0.006684 308777.5199404
0.007684 24.650260909034 0.007684 354963.75709009
0.008684 27.857322629986 0.008684 401145.44587181
0.009684 31.064024932928 0.009684 447321.95903416
0.010684 34.270316250674 0.010684 493492.55400971
0.011684 37.476164732287 0.011684 539656.77214494
0.012684 40.68152325457 0.012684 585813.93486582
0.013684 43.88633215425 0.013684 631963.1830212
0.014684 47.090550857927 0.014684 678103.93235416
0.015684 50.294150699166 0.015684 724235.77006798
0.016684 53.497067292549 0.016684 770357.7690127
0.017684 56.699265270313 0.017684 816469.4198925
0.018684 59.90070047533 0.018684 862570.08684475
0.019684 63.101316633362 0.019684 908658.95952041
0.020684 66.301087299825 0.020684 954735.65711748
0.021684 69.499956950955 0.021684 1000799.3800938
0.022684 72.697875559628 0.022684 1046849.4080586
0.023684 75.894804519427 0.023684 1092885.1850798
0.024684 79.090703559301 0.024684 1138906.1312539
0.025684 82.285519089037 0.025684 1184911.4748821
0.026684 85.479222335163 0.026684 1230900.8016263
0.027684 88.67174989074 0.027684 1276873.1984267
0.028684 91.86306698747 0.028684 1322828.1646196
0.029684 95.053113125767 0.029684 1368764.8290111
0.030684 98.2418696621 0.030684 1414682.9231342
0.031684 101.42927966448 0.031684 1460581.6271685
0.032684 104.61529820736 0.032684 1506460.2941859
0.033684 107.79988138467 0.033684 1552318.2919393
0.034684 110.98298433923 0.034684 1598154.9744849
0.035684 114.16456252644 0.035684 1643969.7003808
0.036684 117.3445717742 0.036684 1689761.8335484
0.037684 120.5229671581 0.037684 1735530.7270767
0.038684 123.69970519816 0.038684 1781275.7548535
0.039684 126.87474148642 0.039684 1826996.2774044
0.040684 130.0480309829 0.040684 1872691.6461538
0.041684 133.2195292758 0.041684 1918361.2215715
0.042684 136.38919302424 0.042684 1964004.3795491
0.043684 139.55697854619 0.043684 2009620.4910651
0.044684 142.72283944643 0.044684 2055208.8880285
0.045684 145.88673398418 0.045684 2100768.9693721
0.046684 149.04861732392 0.046684 2146300.0894645
0.047684 152.20844413404 0.047684 2191801.5955301
0.048684 155.36617313015 0.048684 2237272.8930742
0.049684 158.52175901301 0.049684 2282713.3297874
0.050684 161.67515661602 0.050684 2328122.2552707
0.051684 164.8263235826 0.051684 2373499.0595895
0.052684 167.97521657683 0.052684 2418843.1187063
0.053684 171.12178961166 0.053684 2464153.7704079
0.054684 174.26600109379 0.054684 2509430.4157505
0.055684 177.40780704071 0.055684 2554672.4213862
0.056684 180.54716263634 0.056684 2599879.1419634
0.057684 183.68402601626 0.057684 2645049.9746342
0.058684 186.81835251579 0.058684 2690184.2762273
0.059684 189.95009853203 0.059684 2735281.4188612
0.060684 193.07922240953 0.060684 2780340.8026973
0.061684 196.20567842832 0.061684 2825361.7693678
0.062684 199.32942383641 0.062684 2870343.7032443
0.063684 202.45041634995 0.063684 2915285.9954392
0.064684 205.56861127426 0.064684 2960188.0023493
0.065684 208.68396717131 0.065684 3005049.1272669
0.066684 211.79643935102 0.066684 3049868.7266546
0.067684 214.90598526909 0.067684 3094646.1878748
0.068684 218.01256221868 0.068684 3139380.895949
0.069684 221.11612670436 0.069684 3184072.2245428
0.070684 224.21663671811 0.070684 3228719.5687407
0.071684 227.31404732936 0.071684 3273322.2815428
0.072684 230.40831828806 0.072684 3317879.783348
0.073684 233.49940628463 0.073684 3362391.4504987
0.074684 236.58726694719 0.074684 3406856.6440396
0.075684 239.6718584165 0.075684 3451274.7611976
0.076684 242.75313843304 0.076684 3495645.1934358
0.077684 245.83106261654 0.077684 3539967.3016781
0.078684 248.90559172882 0.078684 3584240.520895
0.079684 251.97668058584 0.079684 3628464.2004362
0.080684 255.0442874353 0.080684 3672637.7390683
0.081684 258.10837192548 0.081684 3716760.5557269
0.082684 261.16888714161 0.082684 3760831.9748392
0.083684 264.22579432022 0.083684 3804851.4382112
0.084684 267.27905231978 0.084684 3848818.3534048
0.085684 270.32861474025 0.085684 3892732.0522596
0.086684 273.37444157103 0.086684 3936591.9586228
0.087684 276.41649203173 0.087684 3980397.4852569
0.088684 279.45472032253 0.088684 4024147.9726445
0.089684 282.4890875391 0.089684 4067842.8605631
0.090684 285.51955156652 0.090684 4111481.5425578
0.091684 288.54606844282 0.091684 4155063.3855766
0.092684 291.56859672514 0.092684 4198587.7928421
0.093684 294.58709750045 0.093684 4242054.2040065
0.094684 297.60152205644 0.094684 4285461.9176127
0.095684 300.61183721741 0.095684 4328810.4559307
0.096684 303.61799278087 0.096684 4372099.0960446
0.097684 306.61995430748 0.097684 4415327.3420277
0.098684 309.6176738784 0.098684 4458494.503849
0.099684 312.61111582845 0.099684 4501600.0679297
0.100684 315.60022991651 0.100684 4544643.3107977
0.101684 318.58498295648 0.101684 4587623.7545733
0.102684 321.56532482251 0.102684 4630540.6774442
0.103684 324.54122410748 0.103684 4673393.6271477
0.104684 327.51262202012 0.104684 4716181.7570897
0.105684 330.47950160766 0.105684 4758904.8231503
0.106684 333.44179702185 0.106684 4801561.8771146
0.107684 336.39948484243 0.107684 4844152.5817311
0.108684 339.35250761291 0.108684 4886676.109626
0.109684 342.30083518276 0.109684 4929132.0266318
0.110684 345.244425499 0.110684 4971519.7271856
0.111684 348.18322821188 0.111684 5013838.4862511
