4.255399999999999738e-01 2.178368573489766931e-03
1.718899095477386840e+00 2.636918249557035441e-03
3.012258190954773429e+00 3.057399479289350536e-03
4.305617286432160462e+00 3.408518086614382905e-03
5.598976381909547051e+00 3.670784838532307678e-03
6.892335477386933640e+00 3.839745099645213832e-03
8.185694572864321117e+00 3.924924818876395285e-03
9.479053668341707706e+00 3.945185073652656381e-03
1.077241276381909429e+01 3.922514813825808168e-03
1.206577185929648088e+01 3.876649948375965674e-03
1.335913095477386747e+01 3.822167773373121198e-03
1.465249005025125406e+01 3.768334755321747342e-03
1.594584914572864243e+01 3.720745702274816553e-03
1.723920824120602902e+01 3.683287893373580774e-03
1.853256733668341738e+01 3.659311833172058850e-03
1.982592643216080219e+01 3.651718715347948389e-03
2.111928552763819056e+01 3.662416932213837743e-03
2.241264462311557892e+01 3.691861473569492489e-03
2.370600371859296374e+01 3.739143351147672899e-03
2.499936281407035210e+01 3.802616299527872539e-03
2.629272190954773691e+01 3.880682703875938319e-03
2.758608100502512528e+01 3.972309045173981999e-03
2.887944010050251009e+01 4.077066233697711206e-03
3.017279919597989846e+01 4.194788687049869763e-03
3.146615829145728682e+01 4.325109671446990614e-03
3.275951738693466808e+01 4.467091111511325638e-03
3.405287648241205289e+01 4.619026117292952295e-03
3.534623557788944481e+01 4.778416907422926470e-03
3.663959467336682962e+01 4.942186389003441760e-03
3.793295376884421444e+01 5.107265381071104081e-03
3.922631286432159925e+01 5.271632247130061261e-03
4.051967195979899117e+01 5.435605785027238131e-03
4.181303105527637598e+01 5.602866940248647787e-03
4.310639015075376079e+01 5.780600030591801983e-03
4.439974924623115271e+01 5.978475783226385246e-03
4.569310834170853752e+01 6.206816468082369288e-03
4.698646743718592234e+01 6.474785223729884708e-03
4.827982653266330715e+01 6.789418760400364392e-03
4.957318562814069907e+01 7.155681079787395114e-03
5.086654472361808388e+01 7.576814126555594421e-03
5.215990381909546869e+01 8.053736780784975444e-03
5.345326291457286061e+01 8.582605803689233315e-03
5.474662201005024542e+01 9.150892661792598901e-03
5.603998110552763023e+01 9.733820905020463751e-03
5.733334020100501505e+01 1.029380325989734390e-02
5.862669929648240696e+01 1.078490699235138545e-02
5.992005839195979178e+01 1.116237538310189438e-02
6.121341748743717659e+01 1.139468628059085893e-02
6.250677658291456851e+01 1.147383368677751606e-02
